fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6,0.7,0,1.75,0.041,6,12,0.99258,3.61,0.59,9.4,5
11.9,0.39,0.49,2.6,0.085,29,62,1.0001,3.09,0.68,10.4,6
7.2,0.5,0.34,1.8,0.082,29,66,0.99694,3.48,0.77,9.7,7
7.7,0.6,0.26,2.9,0.079,25,65,0.99631,3.26,0.53,9.3,7
6.9,0.735,0.06,6.2,0.095,16,37,0.9955,3.39,0.82,10.2,7
6.7,0.84,0.04,1.6,0.063,6,18,0.9955,3.59,0.48,10.6,6
8.1,0.49,0.33,2.8,0.074,25,60,0.9972,3.22,0.63,9.5,6
10.9,0.31,0.43,1.7,0.104,4,12,0.9985,3.15,0.82,9.4,6
10.9,0.29,0.47,4.5,0.056,8,16,0.99519,3.29,0.68,11.7,7
5,0.32,0,1.9,0.044,8,18,0.99235,3.78,0.73,12.4,6
6.7,0.67,0.08,1.75,0.056,15,21,0.99352,3.48,0.6,11.8,6
8.4,0.69,0.05,2.8,0.082,20,49,0.9988,3.35,0.54,10.8,5
8.3,0.56,0.24,2.4,0.077,5,10,0.99444,3.34,0.59,11.5,6
7.7,1.18,0.21,2,0.082,7,35,0.9972,3.27,0.48,9.7,5
9.2,0.61,0.17,2.9,0.11,11,45,0.9994,3.15,0.59,9.7,5
8.7,0.43,0.4,2.2,0.079,32,44,0.99526,3.31,0.77,10.5,6
7,0.55,0.15,2.8,0.107,23,58,0.9973,3.44,0.48,9.5,5
7.5,0.57,0.02,1.9,0.056,3,8,0.99564,3.36,0.46,10.6,5
8.9,0.41,0.45,4.6,0.056,15,34,0.99652,3.1,0.59,11.7,6
8.1,0.38,0.42,2.7,0.096,12,49,0.9968,3.1,0.73,9.5,6
6,0.53,0,1.7,0.058,6,14,0.9958,3.4,0.58,10.8,6
6.9,0.59,0.01,1.5,0.082,8,19,0.99362,3.48,0.56,11.3,5
7.1,0.6,0.08,2.7,0.08,32,74,0.9972,3.47,0.62,9.6,5
8,0.725,0.08,2.5,0.084,31,72,0.99685,3.35,0.52,10,6
7,0.55,0.24,2.5,0.077,20,84,0.99552,3.43,0.64,10,7
8.7,0.46,0.24,2.1,0.109,3,15,0.9966,3.15,0.66,9.6,5
8.5,0.5,0.49,2.4,0.094,12,39,0.9978,3.31,0.61,9,5
8.4,0.48,0.31,2.2,0.072,11,50,0.99364,3.31,0.56,12.3,7
14.3,0.645,0.49,2.2,0.074,6,19,1.00315,3.24,0.75,10,6
10.4,0.43,0.24,2.6,0.087,27,61,0.9988,3.24,0.6,9.2,6
8.2,0.54,0.24,2.8,0.086,26,71,0.99613,3.31,0.58,9.1,5
11.6,0.38,0.55,5.5,0.097,15,33,0.9996,3.3,0.77,9.6,6
7,0.5,0.57,2.1,0.073,24,52,0.99605,3.43,0.67,11.2,6
8.1,0.64,0.22,1.6,0.116,5,19,0.99828,3.27,0.58,9.7,5
7.8,0.55,0.14,2.3,0.086,36,100,0.9987,3.29,0.54,9.8,6
8.9,0.43,0.32,2.3,0.072,32,48,0.99408,3.38,0.72,11.2,6
7.1,0.49,0.2,3.4,0.068,11,24,0.9973,3.42,0.62,9.4,5
6.4,0.46,0.2,2.1,0.076,16,40,0.99647,3.57,0.57,10.5,6
8.9,0.39,0.48,2.3,0.093,6,12,0.99408,3.34,0.56,11,6
6.6,0.64,0.21,2.3,0.08,30,77,0.99534,3.38,0.52,11,6
10.8,0.46,0.14,1.8,0.049,36,52,0.99538,3.14,0.59,10.9,6
7.6,0.78,0.32,1.9,0.082,16,86,0.99748,3.31,0.52,10,5
7.2,0.43,0.27,2.7,0.063,23,116,0.9982,3.46,0.57,9.5,4
7,0.43,0.4,1.9,0.073,16,62,0.99668,3.48,0.66,9.4,6
7.7,0.4,0.16,2.7,0.06,20,49,0.9959,3.21,0.59,9.7,6
7.3,0.52,0.25,1.9,0.074,16,49,0.9962,3.38,0.46,9.5,5
7.9,0.46,0.24,2,0.093,41,110,0.9974,3.21,0.62,9.2,5
6.7,0.53,0.21,2.3,0.062,19,50,0.99489,3.36,0.62,10,6
8.8,0.48,0.3,3.2,0.09,25,105,0.998,3.31,0.53,9.4,5
11.2,0.35,0.48,3.1,0.086,26,63,1.0003,3.23,0.8,11.5,6
7.1,0.69,0,2.8,0.102,4,10,0.99672,3.46,0.74,11.8,7
8.6,0.31,0.38,2.2,0.062,26,85,0.99577,3.17,0.46,10,5
6.7,0.46,0.19,2.4,0.067,14,35,0.9947,3.59,0.6,11.2,6
11.9,0.69,0.49,2.6,0.095,24,58,0.9994,3.3,0.53,10.5,6
5.6,0.54,0.19,1.9,0.062,30,69,0.99344,3.56,0.61,10.3,5
10.4,0.32,0.43,2.4,0.061,25,42,0.9984,3.08,0.81,10,6
11.5,0.24,0.47,2.6,0.075,6,15,0.9985,3.07,0.82,10.1,7
8.7,0.35,0.6,2.6,0.066,24,42,0.9973,3.27,0.51,11.1,5
7.3,0.6,0,2.2,0.118,5,11,0.99636,3.38,0.62,9.95,6
7.7,0.28,0.28,2,0.071,13,30,0.99064,3.26,0.72,10.1,7
7.7,0.63,0.27,1.8,0.097,20,84,0.99586,3.16,0.49,9.5,5
8.2,0.29,0.42,4.3,0.085,6,12,0.99627,3.3,0.62,12.1,6
7,0.38,0.33,2.2,0.082,18,86,0.99768,3.47,0.65,9.3,6
8,0.87,0.29,2.6,0.084,12,44,0.9979,3.3,0.49,9.2,5
6.6,0.63,0.27,2,0.097,22,71,0.99852,3.47,0.63,9.4,5
11.9,0.28,0.49,4.2,0.098,9,17,1.0014,3.12,0.64,10.2,6
8.4,0.34,0.24,1.9,0.076,16,36,0.9956,3.2,0.87,10.1,7
11.9,0.38,0.49,2.3,0.081,24,42,0.9994,3.15,0.59,11.5,6
6.6,0.31,0.13,2,0.056,29,42,0.99388,3.52,0.87,12,7
9.7,0.59,0.21,1.8,0.079,27,65,0.99745,3.14,0.58,9.4,5
7.7,0.43,0.42,1.7,0.071,19,37,0.99258,3.32,0.77,12.5,8
9.1,0.5,0,1.75,0.058,5,13,0.9967,3.22,0.42,9.5,5
6.2,0.31,0.18,2.3,0.059,12,28,0.9952,3.56,0.88,11.4,7
